id,Date,Fire Details,TFS,Location,Civilian Impact,Sprinkler Systems,Smoke Alarms,Fire Alarms,Damages
1694465,2018-03-13,fr1694465,F18026504,loc1694465,ci1694465,sp1694465,sa1694465,fa1694465,d1694465
1694466,2019-05-19,fr1694466,F19050899,loc1694466,ci1694466,sp1694466,sa1694466,fa1694466,d1694466
1694467,2019-06-12,fr1694467,F19060152,loc1694467,ci1694467,sp1694467,sa1694467,fa1694467,d1694467
1694468,2018-01-08,fr1694468,F18003369,loc1694468,ci1694468,sp1694468,sa1694468,fa1694468,d1694468
1694469,2018-01-09,fr1694469,F18004188,loc1694469,ci1694469,sp1694469,sa1694469,fa1694469,d1694469
1694470,2018-01-11,fr1694470,F18004881,loc1694470,ci1694470,sp1694470,sa1694470,fa1694470,d1694470
1694471,2018-01-04,fr1694471,F18001453,loc1694471,ci1694471,sp1694471,sa1694471,fa1694471,d1694471
1694472,2018-01-05,fr1694472,F18002111,loc1694472,ci1694472,sp1694472,sa1694472,fa1694472,d1694472
1694473,2018-01-06,fr1694473,F18002329,loc1694473,ci1694473,sp1694473,sa1694473,fa1694473,d1694473
1694474,2018-01-06,fr1694474,F18002338,loc1694474,ci1694474,sp1694474,sa1694474,fa1694474,d1694474
1694475,2018-01-06,fr1694475,F18002352,loc1694475,ci1694475,sp1694475,sa1694475,fa1694475,d1694475
1694476,2018-03-19,fr1694476,F18028275,loc1694476,ci1694476,sp1694476,sa1694476,fa1694476,d1694476
1694477,2018-03-19,fr1694477,F18028336,loc1694477,ci1694477,sp1694477,sa1694477,fa1694477,d1694477
1694478,2018-03-19,fr1694478,F18028383,loc1694478,ci1694478,sp1694478,sa1694478,fa1694478,d1694478
1694479,2018-03-19,fr1694479,F18028384,loc1694479,ci1694479,sp1694479,sa1694479,fa1694479,d1694479
1694480,2018-03-19,fr1694480,F18028462,loc1694480,ci1694480,sp1694480,sa1694480,fa1694480,d1694480
1694481,2018-03-19,fr1694481,F18028512,loc1694481,ci1694481,sp1694481,sa1694481,fa1694481,d1694481
1694482,2018-03-19,fr1694482,F18028517,loc1694482,ci1694482,sp1694482,sa1694482,fa1694482,d1694482
1694483,2018-03-19,fr1694483,F18028550,loc1694483,ci1694483,sp1694483,sa1694483,fa1694483,d1694483
1694484,2018-03-20,fr1694484,F18028589,loc1694484,ci1694484,sp1694484,sa1694484,fa1694484,d1694484
1694485,2018-04-23,fr1694485,F18041484,loc1694485,ci1694485,sp1694485,sa1694485,fa1694485,d1694485
1694486,2018-04-24,fr1694486,F18041784,loc1694486,ci1694486,sp1694486,sa1694486,fa1694486,d1694486
1694487,2018-04-10,fr1694487,F18036184,loc1694487,ci1694487,sp1694487,sa1694487,fa1694487,d1694487
1694488,2018-04-10,fr1694488,F18036281,loc1694488,ci1694488,sp1694488,sa1694488,fa1694488,d1694488
1694489,2018-04-10,fr1694489,F18036283,loc1694489,ci1694489,sp1694489,sa1694489,fa1694489,d1694489
1694490,2018-04-10,fr1694490,F18036303,loc1694490,ci1694490,sp1694490,sa1694490,fa1694490,d1694490
1694491,2018-04-10,fr1694491,F18036332,loc1694491,ci1694491,sp1694491,sa1694491,fa1694491,d1694491
1694492,2018-04-11,fr1694492,F18036421,loc1694492,ci1694492,sp1694492,sa1694492,fa1694492,d1694492
1694493,2018-04-11,fr1694493,F18036433,loc1694493,ci1694493,sp1694493,sa1694493,fa1694493,d1694493
1694494,2018-04-11,fr1694494,F18036591,loc1694494,ci1694494,sp1694494,sa1694494,fa1694494,d1694494
1694495,2018-04-11,fr1694495,F18036650,loc1694495,ci1694495,sp1694495,sa1694495,fa1694495,d1694495
1694496,2018-04-11,fr1694496,F18036653,loc1694496,ci1694496,sp1694496,sa1694496,fa1694496,d1694496
1694497,2018-04-11,fr1694497,F18036676,loc1694497,ci1694497,sp1694497,sa1694497,fa1694497,d1694497
1694498,2018-04-12,fr1694498,F18036711,loc1694498,ci1694498,sp1694498,sa1694498,fa1694498,d1694498
1694499,2020-06-21,fr1694499,F20059577,loc1694499,ci1694499,sp1694499,sa1694499,fa1694499,d1694499
1694500,2020-06-21,fr1694500,F20059581,loc1694500,ci1694500,sp1694500,sa1694500,fa1694500,d1694500
1694501,2020-06-21,fr1694501,F20059638,loc1694501,ci1694501,sp1694501,sa1694501,fa1694501,d1694501
1694502,2018-01-24,fr1694502,F18010081,loc1694502,ci1694502,sp1694502,sa1694502,fa1694502,d1694502
1694503,2018-01-30,fr1694503,F18012148,loc1694503,ci1694503,sp1694503,sa1694503,fa1694503,d1694503
1694504,2018-01-29,fr1694504,F18011848,loc1694504,ci1694504,sp1694504,sa1694504,fa1694504,d1694504
1694505,2018-01-30,fr1694505,F18011963,loc1694505,ci1694505,sp1694505,sa1694505,fa1694505,d1694505
1694506,2018-01-30,fr1694506,F18012173,loc1694506,ci1694506,sp1694506,sa1694506,fa1694506,d1694506
1694507,2018-01-31,fr1694507,F18012236,loc1694507,ci1694507,sp1694507,sa1694507,fa1694507,d1694507
1694508,2018-01-31,fr1694508,F18012267,loc1694508,ci1694508,sp1694508,sa1694508,fa1694508,d1694508
1694509,2018-01-30,fr1694509,F18011952,loc1694509,ci1694509,sp1694509,sa1694509,fa1694509,d1694509
1694510,2018-01-30,fr1694510,F18011877,loc1694510,ci1694510,sp1694510,sa1694510,fa1694510,d1694510
1694511,2018-08-14,fr1694511,F18086776,loc1694511,ci1694511,sp1694511,sa1694511,fa1694511,d1694511
1694512,2019-06-11,fr1694512,F19059651,loc1694512,ci1694512,sp1694512,sa1694512,fa1694512,d1694512
1694513,2018-03-14,fr1694513,F18026856,loc1694513,ci1694513,sp1694513,sa1694513,fa1694513,d1694513
1694514,2018-03-14,fr1694514,F18026872,loc1694514,ci1694514,sp1694514,sa1694514,fa1694514,d1694514
1694515,2018-03-15,fr1694515,F18027209,loc1694515,ci1694515,sp1694515,sa1694515,fa1694515,d1694515
1694516,2018-03-14,fr1694516,F18026890,loc1694516,ci1694516,sp1694516,sa1694516,fa1694516,d1694516
1694517,2018-04-03,fr1694517,F18033366,loc1694517,ci1694517,sp1694517,sa1694517,fa1694517,d1694517
1694518,2018-04-03,fr1694518,F18033417,loc1694518,ci1694518,sp1694518,sa1694518,fa1694518,d1694518
1694519,2018-04-03,fr1694519,F18033438,loc1694519,ci1694519,sp1694519,sa1694519,fa1694519,d1694519
1694520,2018-04-03,fr1694520,F18033532,loc1694520,ci1694520,sp1694520,sa1694520,fa1694520,d1694520
1694521,2018-04-03,fr1694521,F18033556,loc1694521,ci1694521,sp1694521,sa1694521,fa1694521,d1694521
1694522,2018-04-03,fr1694522,F18033562,loc1694522,ci1694522,sp1694522,sa1694522,fa1694522,d1694522
1694523,2018-04-03,fr1694523,F18033574,loc1694523,ci1694523,sp1694523,sa1694523,fa1694523,d1694523
1694524,2018-04-03,fr1694524,F18033669,loc1694524,ci1694524,sp1694524,sa1694524,fa1694524,d1694524
1694525,2018-02-03,fr1694525,F18013587,loc1694525,ci1694525,sp1694525,sa1694525,fa1694525,d1694525
1694526,2018-02-04,fr1694526,F18013656,loc1694526,ci1694526,sp1694526,sa1694526,fa1694526,d1694526
1694527,2018-02-04,fr1694527,F18013668,loc1694527,ci1694527,sp1694527,sa1694527,fa1694527,d1694527
1694528,2018-01-26,fr1694528,F18010546,loc1694528,ci1694528,sp1694528,sa1694528,fa1694528,d1694528
1694529,2018-01-26,fr1694529,F18010490,loc1694529,ci1694529,sp1694529,sa1694529,fa1694529,d1694529
1694530,2018-01-25,fr1694530,F18010409,loc1694530,ci1694530,sp1694530,sa1694530,fa1694530,d1694530
1694531,2018-01-25,fr1694531,F18010376,loc1694531,ci1694531,sp1694531,sa1694531,fa1694531,d1694531
1694532,2018-01-25,fr1694532,F18010368,loc1694532,ci1694532,sp1694532,sa1694532,fa1694532,d1694532
1694533,2018-01-25,fr1694533,F18010357,loc1694533,ci1694533,sp1694533,sa1694533,fa1694533,d1694533
1694534,2018-01-25,fr1694534,F18010330,loc1694534,ci1694534,sp1694534,sa1694534,fa1694534,d1694534
1694535,2018-08-15,fr1694535,F18087313,loc1694535,ci1694535,sp1694535,sa1694535,fa1694535,d1694535
1694536,2018-08-15,fr1694536,F18087340,loc1694536,ci1694536,sp1694536,sa1694536,fa1694536,d1694536
1694537,2018-08-14,fr1694537,F18086746,loc1694537,ci1694537,sp1694537,sa1694537,fa1694537,d1694537
1694538,2018-04-16,fr1694538,F18038584,loc1694538,ci1694538,sp1694538,sa1694538,fa1694538,d1694538
1694539,2018-04-16,fr1694539,F18038708,loc1694539,ci1694539,sp1694539,sa1694539,fa1694539,d1694539
1694540,2018-04-16,fr1694540,F18038717,loc1694540,ci1694540,sp1694540,sa1694540,fa1694540,d1694540
1694541,2018-04-17,fr1694541,F18039146,loc1694541,ci1694541,sp1694541,sa1694541,fa1694541,d1694541
1694542,2018-04-17,fr1694542,F18039162,loc1694542,ci1694542,sp1694542,sa1694542,fa1694542,d1694542
1694543,2018-04-17,fr1694543,F18039351,loc1694543,ci1694543,sp1694543,sa1694543,fa1694543,d1694543
1694544,2018-04-18,fr1694544,F18039664,loc1694544,ci1694544,sp1694544,sa1694544,fa1694544,d1694544
1694545,2018-04-18,fr1694545,F18039498,loc1694545,ci1694545,sp1694545,sa1694545,fa1694545,d1694545
1694546,2018-04-24,fr1694546,F18041835,loc1694546,ci1694546,sp1694546,sa1694546,fa1694546,d1694546
1694547,2018-01-21,fr1694547,F18008768,loc1694547,ci1694547,sp1694547,sa1694547,fa1694547,d1694547
1694548,2018-01-21,fr1694548,F18008972,loc1694548,ci1694548,sp1694548,sa1694548,fa1694548,d1694548
1694549,2018-01-21,fr1694549,F18008993,loc1694549,ci1694549,sp1694549,sa1694549,fa1694549,d1694549
1694550,2018-01-22,fr1694550,F18009060,loc1694550,ci1694550,sp1694550,sa1694550,fa1694550,d1694550
1694551,2018-01-22,fr1694551,F18009173,loc1694551,ci1694551,sp1694551,sa1694551,fa1694551,d1694551
1694552,2018-01-22,fr1694552,F18009240,loc1694552,ci1694552,sp1694552,sa1694552,fa1694552,d1694552
1694553,2018-03-23,fr1694553,F18029599,loc1694553,ci1694553,sp1694553,sa1694553,fa1694553,d1694553
1694554,2018-03-23,fr1694554,F18029790,loc1694554,ci1694554,sp1694554,sa1694554,fa1694554,d1694554
1694555,2018-03-23,fr1694555,F18029798,loc1694555,ci1694555,sp1694555,sa1694555,fa1694555,d1694555
1694556,2018-03-23,fr1694556,F18029846,loc1694556,ci1694556,sp1694556,sa1694556,fa1694556,d1694556
1694557,2018-02-09,fr1694557,F18015533,loc1694557,ci1694557,sp1694557,sa1694557,fa1694557,d1694557
1694558,2018-02-09,fr1694558,F18015597,loc1694558,ci1694558,sp1694558,sa1694558,fa1694558,d1694558
1694559,2018-02-09,fr1694559,F18015572,loc1694559,ci1694559,sp1694559,sa1694559,fa1694559,d1694559
1694560,2018-02-09,fr1694560,F18015605,loc1694560,ci1694560,sp1694560,sa1694560,fa1694560,d1694560
1694561,2018-02-09,fr1694561,F18015606,loc1694561,ci1694561,sp1694561,sa1694561,fa1694561,d1694561
1694562,2018-02-10,fr1694562,F18015842,loc1694562,ci1694562,sp1694562,sa1694562,fa1694562,d1694562
1694563,2018-02-10,fr1694563,F18015981,loc1694563,ci1694563,sp1694563,sa1694563,fa1694563,d1694563
1694564,2018-02-10,fr1694564,F18016019,loc1694564,ci1694564,sp1694564,sa1694564,fa1694564,d1694564
1694565,2018-02-10,fr1694565,F18016021,loc1694565,ci1694565,sp1694565,sa1694565,fa1694565,d1694565
1694566,2018-02-12,fr1694566,F18016518,loc1694566,ci1694566,sp1694566,sa1694566,fa1694566,d1694566
1694567,2018-02-11,fr1694567,F18016244,loc1694567,ci1694567,sp1694567,sa1694567,fa1694567,d1694567
1694568,2018-03-31,fr1694568,F18032565,loc1694568,ci1694568,sp1694568,sa1694568,fa1694568,d1694568
1694569,2018-03-31,fr1694569,F18032575,loc1694569,ci1694569,sp1694569,sa1694569,fa1694569,d1694569
1694570,2018-03-31,fr1694570,F18032645,loc1694570,ci1694570,sp1694570,sa1694570,fa1694570,d1694570
1694571,2018-03-31,fr1694571,F18032683,loc1694571,ci1694571,sp1694571,sa1694571,fa1694571,d1694571
1694572,2018-03-31,fr1694572,F18032698,loc1694572,ci1694572,sp1694572,sa1694572,fa1694572,d1694572
1694573,2018-04-01,fr1694573,F18032797,loc1694573,ci1694573,sp1694573,sa1694573,fa1694573,d1694573
1694574,2018-04-01,fr1694574,F18032827,loc1694574,ci1694574,sp1694574,sa1694574,fa1694574,d1694574
1694575,2018-04-01,fr1694575,F18032909,loc1694575,ci1694575,sp1694575,sa1694575,fa1694575,d1694575
1694576,2018-04-01,fr1694576,F18032993,loc1694576,ci1694576,sp1694576,sa1694576,fa1694576,d1694576
1694577,2018-04-02,fr1694577,F18033182,loc1694577,ci1694577,sp1694577,sa1694577,fa1694577,d1694577
1694578,2018-04-02,fr1694578,F18033204,loc1694578,ci1694578,sp1694578,sa1694578,fa1694578,d1694578
1694579,2018-04-02,fr1694579,F18033289,loc1694579,ci1694579,sp1694579,sa1694579,fa1694579,d1694579
1694580,2018-04-02,fr1694580,F18033210,loc1694580,ci1694580,sp1694580,sa1694580,fa1694580,d1694580
1694581,2018-04-02,fr1694581,F18033216,loc1694581,ci1694581,sp1694581,sa1694581,fa1694581,d1694581
1694582,2018-04-02,fr1694582,F18033217,loc1694582,ci1694582,sp1694582,sa1694582,fa1694582,d1694582
1694583,2018-04-02,fr1694583,F18033224,loc1694583,ci1694583,sp1694583,sa1694583,fa1694583,d1694583
1694584,2018-04-22,fr1694584,F18040941,loc1694584,ci1694584,sp1694584,sa1694584,fa1694584,d1694584
1694585,2018-04-22,fr1694585,F18041011,loc1694585,ci1694585,sp1694585,sa1694585,fa1694585,d1694585
1694586,2018-04-22,fr1694586,F18041083,loc1694586,ci1694586,sp1694586,sa1694586,fa1694586,d1694586
1694587,2018-04-22,fr1694587,F18041090,loc1694587,ci1694587,sp1694587,sa1694587,fa1694587,d1694587
1694588,2018-04-22,fr1694588,F18041093,loc1694588,ci1694588,sp1694588,sa1694588,fa1694588,d1694588
1694589,2018-04-22,fr1694589,F18041095,loc1694589,ci1694589,sp1694589,sa1694589,fa1694589,d1694589
1694590,2018-04-22,fr1694590,F18041105,loc1694590,ci1694590,sp1694590,sa1694590,fa1694590,d1694590
1694591,2018-04-22,fr1694591,F18041116,loc1694591,ci1694591,sp1694591,sa1694591,fa1694591,d1694591
1694592,2018-04-22,fr1694592,F18041147,loc1694592,ci1694592,sp1694592,sa1694592,fa1694592,d1694592
1694593,2018-04-22,fr1694593,F18041181,loc1694593,ci1694593,sp1694593,sa1694593,fa1694593,d1694593
1694594,2018-04-22,fr1694594,F18041237,loc1694594,ci1694594,sp1694594,sa1694594,fa1694594,d1694594
1694595,2018-04-23,fr1694595,F18041359,loc1694595,ci1694595,sp1694595,sa1694595,fa1694595,d1694595
1694596,2018-02-27,fr1694596,F18021875,loc1694596,ci1694596,sp1694596,sa1694596,fa1694596,d1694596
1694597,2018-02-27,fr1694597,F18021920,loc1694597,ci1694597,sp1694597,sa1694597,fa1694597,d1694597
1694598,2018-02-27,fr1694598,F18021926,loc1694598,ci1694598,sp1694598,sa1694598,fa1694598,d1694598
1694599,2018-02-27,fr1694599,F18021935,loc1694599,ci1694599,sp1694599,sa1694599,fa1694599,d1694599
1694600,2018-02-27,fr1694600,F18021958,loc1694600,ci1694600,sp1694600,sa1694600,fa1694600,d1694600
1694601,2018-02-27,fr1694601,F18021965,loc1694601,ci1694601,sp1694601,sa1694601,fa1694601,d1694601
1694602,2018-02-27,fr1694602,F18021974,loc1694602,ci1694602,sp1694602,sa1694602,fa1694602,d1694602
1694603,2018-02-27,fr1694603,F18021983,loc1694603,ci1694603,sp1694603,sa1694603,fa1694603,d1694603
1694604,2018-02-27,fr1694604,F18021985,loc1694604,ci1694604,sp1694604,sa1694604,fa1694604,d1694604
1694605,2018-02-27,fr1694605,F18022018,loc1694605,ci1694605,sp1694605,sa1694605,fa1694605,d1694605
1694606,2018-02-27,fr1694606,F18022035,loc1694606,ci1694606,sp1694606,sa1694606,fa1694606,d1694606
1694607,2018-02-27,fr1694607,F18022047,loc1694607,ci1694607,sp1694607,sa1694607,fa1694607,d1694607
1694608,2018-01-22,fr1694608,F18009179,loc1694608,ci1694608,sp1694608,sa1694608,fa1694608,d1694608
1694609,2018-01-23,fr1694609,F18009524,loc1694609,ci1694609,sp1694609,sa1694609,fa1694609,d1694609
1694610,2018-01-10,fr1694610,F18004426,loc1694610,ci1694610,sp1694610,sa1694610,fa1694610,d1694610
1694611,2018-01-12,fr1694611,F18005424,loc1694611,ci1694611,sp1694611,sa1694611,fa1694611,d1694611
1694612,2018-01-15,fr1694612,F18006613,loc1694612,ci1694612,sp1694612,sa1694612,fa1694612,d1694612
1694613,2018-01-18,fr1694613,F18007699,loc1694613,ci1694613,sp1694613,sa1694613,fa1694613,d1694613
1694614,2018-01-09,fr1694614,F18004085,loc1694614,ci1694614,sp1694614,sa1694614,fa1694614,d1694614
1694615,2018-01-20,fr1694615,F18008308,loc1694615,ci1694615,sp1694615,sa1694615,fa1694615,d1694615
1694616,2018-01-01,fr1694616,F18000367,loc1694616,ci1694616,sp1694616,sa1694616,fa1694616,d1694616
1694617,2018-01-03,fr1694617,F18000860,loc1694617,ci1694617,sp1694617,sa1694617,fa1694617,d1694617
1694618,2018-01-03,fr1694618,F18001167,loc1694618,ci1694618,sp1694618,sa1694618,fa1694618,d1694618
1694619,2018-01-07,fr1694619,F18003109,loc1694619,ci1694619,sp1694619,sa1694619,fa1694619,d1694619
1694620,2018-01-08,fr1694620,F18003626,loc1694620,ci1694620,sp1694620,sa1694620,fa1694620,d1694620
1694621,2018-01-10,fr1694621,F18004545,loc1694621,ci1694621,sp1694621,sa1694621,fa1694621,d1694621
1694622,2018-01-13,fr1694622,F18005890,loc1694622,ci1694622,sp1694622,sa1694622,fa1694622,d1694622
1694623,2018-01-03,fr1694623,F18001210,loc1694623,ci1694623,sp1694623,sa1694623,fa1694623,d1694623
1694624,2018-01-04,fr1694624,F18001558,loc1694624,ci1694624,sp1694624,sa1694624,fa1694624,d1694624
1694625,2018-01-23,fr1694625,F18009659,loc1694625,ci1694625,sp1694625,sa1694625,fa1694625,d1694625
1694626,2018-03-14,fr1694626,F18026908,loc1694626,ci1694626,sp1694626,sa1694626,fa1694626,d1694626
1694627,2018-03-16,fr1694627,F18027504,loc1694627,ci1694627,sp1694627,sa1694627,fa1694627,d1694627
1694628,2018-03-15,fr1694628,F18026938,loc1694628,ci1694628,sp1694628,sa1694628,fa1694628,d1694628
1694629,2018-03-15,fr1694629,F18026955,loc1694629,ci1694629,sp1694629,sa1694629,fa1694629,d1694629
1694630,2018-03-15,fr1694630,F18026978,loc1694630,ci1694630,sp1694630,sa1694630,fa1694630,d1694630
1694631,2018-03-15,fr1694631,F18027009,loc1694631,ci1694631,sp1694631,sa1694631,fa1694631,d1694631
1694632,2018-03-15,fr1694632,F18027040,loc1694632,ci1694632,sp1694632,sa1694632,fa1694632,d1694632
1694633,2018-03-15,fr1694633,F18027103,loc1694633,ci1694633,sp1694633,sa1694633,fa1694633,d1694633
1694634,2018-03-15,fr1694634,F18027137,loc1694634,ci1694634,sp1694634,sa1694634,fa1694634,d1694634
1694635,2018-03-15,fr1694635,F18027138,loc1694635,ci1694635,sp1694635,sa1694635,fa1694635,d1694635
1694636,2018-04-24,fr1694636,F18041771,loc1694636,ci1694636,sp1694636,sa1694636,fa1694636,d1694636
1694637,2018-06-07,fr1694637,F18059167,loc1694637,ci1694637,sp1694637,sa1694637,fa1694637,d1694637
1694638,2018-03-20,fr1694638,F18028647,loc1694638,ci1694638,sp1694638,sa1694638,fa1694638,d1694638
1694639,2018-03-20,fr1694639,F18028651,loc1694639,ci1694639,sp1694639,sa1694639,fa1694639,d1694639
1694640,2018-03-20,fr1694640,F18028666,loc1694640,ci1694640,sp1694640,sa1694640,fa1694640,d1694640
1694641,2018-03-20,fr1694641,F18028676,loc1694641,ci1694641,sp1694641,sa1694641,fa1694641,d1694641
1694642,2018-03-20,fr1694642,F18028725,loc1694642,ci1694642,sp1694642,sa1694642,fa1694642,d1694642
1694643,2018-03-20,fr1694643,F18028762,loc1694643,ci1694643,sp1694643,sa1694643,fa1694643,d1694643
1694644,2018-03-20,fr1694644,F18028932,loc1694644,ci1694644,sp1694644,sa1694644,fa1694644,d1694644
1694645,2018-03-21,fr1694645,F18029142,loc1694645,ci1694645,sp1694645,sa1694645,fa1694645,d1694645
1694646,2018-03-22,fr1694646,F18029364,loc1694646,ci1694646,sp1694646,sa1694646,fa1694646,d1694646
1694647,2018-06-26,fr1694647,F18067015,loc1694647,ci1694647,sp1694647,sa1694647,fa1694647,d1694647
1694648,2018-01-29,fr1694648,F18011781,loc1694648,ci1694648,sp1694648,sa1694648,fa1694648,d1694648
1694649,2018-01-29,fr1694649,F18011773,loc1694649,ci1694649,sp1694649,sa1694649,fa1694649,d1694649
1694650,2018-01-29,fr1694650,F18011752,loc1694650,ci1694650,sp1694650,sa1694650,fa1694650,d1694650
1694651,2018-01-29,fr1694651,F18011702,loc1694651,ci1694651,sp1694651,sa1694651,fa1694651,d1694651
1694652,2018-01-29,fr1694652,F18011686,loc1694652,ci1694652,sp1694652,sa1694652,fa1694652,d1694652
1694653,2018-01-31,fr1694653,F18012304,loc1694653,ci1694653,sp1694653,sa1694653,fa1694653,d1694653
1694654,2018-01-29,fr1694654,F18011583,loc1694654,ci1694654,sp1694654,sa1694654,fa1694654,d1694654
1694655,2018-01-31,fr1694655,F18012469,loc1694655,ci1694655,sp1694655,sa1694655,fa1694655,d1694655
1694656,2018-06-07,fr1694656,F18059174,loc1694656,ci1694656,sp1694656,sa1694656,fa1694656,d1694656
1694657,2018-01-30,fr1694657,F18011990,loc1694657,ci1694657,sp1694657,sa1694657,fa1694657,d1694657
1694658,2018-01-30,fr1694658,F18011948,loc1694658,ci1694658,sp1694658,sa1694658,fa1694658,d1694658
1694659,2018-02-04,fr1694659,F18013793,loc1694659,ci1694659,sp1694659,sa1694659,fa1694659,d1694659
1694660,2018-02-04,fr1694660,F18013852,loc1694660,ci1694660,sp1694660,sa1694660,fa1694660,d1694660
1694661,2018-02-04,fr1694661,F18013899,loc1694661,ci1694661,sp1694661,sa1694661,fa1694661,d1694661
1694662,2018-02-05,fr1694662,F18014057,loc1694662,ci1694662,sp1694662,sa1694662,fa1694662,d1694662
1694663,2018-02-05,fr1694663,F18014304,loc1694663,ci1694663,sp1694663,sa1694663,fa1694663,d1694663
1694664,2018-02-04,fr1694664,F18013920,loc1694664,ci1694664,sp1694664,sa1694664,fa1694664,d1694664
1694665,2018-02-05,fr1694665,F18013972,loc1694665,ci1694665,sp1694665,sa1694665,fa1694665,d1694665
1694666,2018-03-23,fr1694666,F18029858,loc1694666,ci1694666,sp1694666,sa1694666,fa1694666,d1694666
1694667,2018-03-23,fr1694667,F18029867,loc1694667,ci1694667,sp1694667,sa1694667,fa1694667,d1694667
1694668,2018-03-23,fr1694668,F18029884,loc1694668,ci1694668,sp1694668,sa1694668,fa1694668,d1694668
1694669,2018-03-23,fr1694669,F18029898,loc1694669,ci1694669,sp1694669,sa1694669,fa1694669,d1694669
