id,sp_operation,sp_presence
sp1695781,8,3
sp1695782,3,9
sp1695783,,
sp1695784,3,1
sp1695785,,
sp1695786,8,3
sp1695787,,
sp1695788,,
sp1695789,,
sp1695790,2,2
sp1695791,,
sp1695792,8,3
sp1695793,2,2
sp1695794,,
sp1695795,2,2
sp1695796,1,1
sp1695797,8,3
sp1695798,8,3
sp1695799,8,3
sp1695800,8,3
sp1695801,2,2
sp1695802,,
sp1695803,,
sp1695804,,
sp1695805,,
sp1695806,,
sp1695807,9,9
sp1695808,,
sp1695809,,
sp1695810,,
sp1695811,,
sp1695812,,
sp1695813,,
sp1695814,,
sp1695815,8,3
sp1695816,,
sp1695817,,
sp1695818,,
sp1695819,,
sp1695820,8,3
sp1695821,,
sp1695822,2,2
sp1695823,8,3
sp1695824,8,3
sp1695825,9,9
sp1695826,,
sp1695827,,
sp1695828,8,3
sp1695829,3,1
sp1695830,,
sp1695831,,
sp1695832,,
sp1695833,,
sp1695834,,
sp1695835,,
sp1695836,,
sp1695837,,
sp1695838,8,3
sp1695839,1,1
sp1695840,1,2
sp1695841,,
sp1695842,2,2
sp1695843,,
sp1695844,,
sp1695845,,
sp1695846,8,3
sp1695847,2,2
sp1695848,,
sp1695849,,
sp1695850,,
sp1695851,,
sp1695852,,
sp1695853,8,3
sp1695854,,
sp1695855,3,1
sp1695856,,
sp1695857,8,3
sp1695858,5,9
sp1695859,,
sp1695860,,
sp1695861,,
sp1695862,8,3
sp1695863,,
sp1695864,,
sp1695865,,
sp1695866,,
sp1695867,,
sp1695868,8,3
sp1695869,9,9
sp1695870,,
sp1695871,,
sp1695872,2,2
sp1695873,9,9
sp1695874,2,1
sp1695875,8,3
sp1695876,,
sp1695877,8,3
sp1695878,8,3
sp1695879,,
sp1695880,8,3
sp1695881,1,1
sp1695882,8,3
sp1695883,8,3
sp1695884,,
sp1695885,,
sp1695886,2,2
sp1695887,9,9
sp1695888,4,2
sp1695889,8,3
sp1695890,,
sp1695891,,
sp1695892,,
sp1695893,8,9
sp1695894,,
sp1695895,,
sp1695896,,
sp1695897,,
sp1695898,,
sp1695899,,
sp1695900,,
sp1695901,,
sp1695902,,
sp1695903,,
sp1695904,8,3
sp1695905,,
sp1695906,,
sp1695907,2,2
sp1695908,,
sp1695909,8,3
sp1695910,,
sp1695911,8,3
sp1695912,8,3
sp1695913,5,1
sp1695914,8,3
sp1695915,3,1
sp1695916,,
sp1695917,,
sp1695918,,
sp1695919,8,3
sp1695920,9,9
sp1695921,,
sp1695922,,
sp1695923,2,2
sp1695924,,
sp1695925,,
sp1695926,,
sp1695927,3,9
sp1695928,,
sp1695929,2,1
sp1695930,3,1
sp1695931,,
sp1695932,8,3
sp1695933,,
sp1695934,,
sp1695935,8,3
sp1695936,8,3
sp1695937,,
sp1695938,8,3
sp1695939,,
sp1695940,,
sp1695941,,
sp1695942,8,3
sp1695943,8,3
sp1695944,,
sp1695945,8,3
sp1695946,,
sp1695947,,
sp1695948,,
sp1695949,,
sp1695950,,
sp1695951,,
sp1695952,1,1
sp1695953,3,1
sp1695954,8,3
sp1695955,8,9
sp1695956,,
sp1695957,,
sp1695958,,
sp1695959,8,3
sp1695960,,
sp1695961,,
sp1695962,,
sp1695963,4,9
sp1695964,,
sp1695965,,
sp1695966,,
sp1695967,,
sp1695968,,
sp1695969,,
sp1695970,,
sp1695971,,
sp1695972,9,9
sp1695973,,
sp1695974,8,3
sp1695975,,
sp1695976,,
sp1695977,,
sp1695978,,
sp1695979,,
sp1695980,,
sp1695981,,
sp1695982,9,9
sp1695983,,
sp1695984,9,9
sp1695985,,
sp1695986,,
sp1695987,8,3
sp1695988,,
sp1695989,8,3
sp1695990,8,3
sp1695991,,
sp1695992,,
sp1695993,2,2
sp1695994,,
sp1695995,,
sp1695996,1,1
sp1695997,,
sp1695998,,
sp1695999,,
sp1696000,2,9
sp1696001,,
sp1696002,8,3
sp1696003,8,3
sp1696004,,
sp1696005,,
sp1696006,3,1
sp1696007,,
sp1696008,,
sp1696009,,
sp1696010,,
sp1696011,,
sp1696012,8,3
sp1696013,1,3
sp1696014,8,3
sp1696015,,
sp1696016,,
sp1696017,8,3
sp1696018,,
sp1696019,,
sp1696020,8,3
sp1696021,,
sp1696022,,
sp1696023,,
sp1696024,2,2
sp1696025,,
sp1696026,1,1
sp1696027,,
sp1696028,8,3
sp1696029,,
sp1696030,,
sp1696031,1,2
sp1696032,8,3
sp1696033,,
sp1696034,,
sp1696035,8,9
sp1696036,8,3
sp1696037,1,1
sp1696038,8,3
sp1696039,,
sp1696040,,
sp1696041,2,2
sp1696042,,
sp1696043,,
sp1696044,1,1
sp1696045,,
sp1696046,8,3
sp1696047,,
sp1696048,3,9
sp1696049,,
sp1696050,2,1
sp1696051,3,9
sp1696052,8,3
sp1696053,,
sp1696054,,
sp1696055,,
sp1696056,1,1
sp1696057,1,1
sp1696058,,
sp1696059,9,9
sp1696060,8,3
sp1696061,,
sp1696062,,
sp1696063,,
sp1696064,,
sp1696065,8,9
sp1696066,,
sp1696067,3,1
sp1696068,,
sp1696069,,
sp1696070,,
sp1696071,8,3
sp1696072,,
sp1696073,8,3
sp1696074,,
sp1696075,1,1
sp1696076,,
sp1696077,,
sp1696078,,
sp1696079,,
sp1696080,,
sp1696081,,
sp1696082,,
sp1696083,,
sp1696084,8,3
sp1696085,8,3
sp1696086,8,3
sp1696087,,
sp1696088,1,1
sp1696089,8,3
sp1696090,,
sp1696091,,
sp1696092,8,3
sp1696093,8,3
sp1696094,8,3
sp1696095,,
sp1696096,8,3
sp1696097,,
sp1696098,,
sp1696099,,
sp1696100,,
sp1696101,8,3
sp1696102,8,3
sp1696103,,
sp1696104,8,3
sp1696105,,
sp1696106,,
sp1696107,1,1
sp1696108,9,9
sp1696109,,
sp1696110,,
sp1696111,,
sp1696112,,
sp1696113,,
sp1696114,,
sp1696115,4,9
sp1696116,,
sp1696117,,
sp1696118,9,9
sp1696119,8,3
sp1696120,,
sp1696121,,
sp1696122,4,1
sp1696123,,
sp1696124,,
sp1696125,2,9
sp1696126,,
sp1696127,,
sp1696128,8,3
sp1696129,3,1
sp1696130,,
sp1696131,,
sp1696132,9,9
sp1696133,,
sp1696134,,
sp1696135,,
sp1696136,,
sp1696137,,
sp1696138,,
sp1696139,,
sp1696140,9,9
sp1696141,8,3
sp1696142,,
sp1696143,,
sp1696144,,
sp1696145,2,2
sp1696146,8,3
sp1696147,8,9
sp1696148,8,3
sp1696149,,
sp1696150,2,2
sp1696151,8,3
sp1696152,2,2
sp1696153,8,3
sp1696154,,
sp1696155,8,3
sp1696156,,
sp1696157,,
sp1696158,,
sp1696159,9,9
sp1696160,,
sp1696161,,
sp1696162,,
sp1696163,,
sp1696164,,
sp1696165,3,1
sp1696166,1,1
sp1696167,,
sp1696168,8,3
sp1696169,8,3
sp1696170,8,3
sp1696171,8,3
sp1696172,8,9
sp1696173,,
sp1696174,8,3
sp1696175,8,3
sp1696176,1,1
sp1696177,,
sp1696178,1,2
sp1696179,9,9
sp1696180,,
sp1696181,,
sp1696182,,
sp1696183,8,3
sp1696184,8,3
sp1696185,8,3
sp1696186,2,2
sp1696187,8,3
sp1696188,8,3
sp1696189,,
sp1696190,1,2
sp1696191,,
sp1696192,8,9
sp1696193,,
sp1696194,8,3
sp1696195,,
sp1696196,8,3
sp1696197,8,3
sp1696198,,
sp1696199,,
sp1696200,,
sp1696201,,
sp1696202,,
sp1696203,,
sp1696204,8,3
sp1696205,,
sp1696206,,
sp1696207,,
sp1696208,,
sp1696209,,
sp1696210,,
sp1696211,,
sp1696212,8,3
sp1696213,,
sp1696214,8,3
sp1696215,,
sp1696216,3,9
sp1696217,,
sp1696218,,
sp1696219,9,2
sp1696220,5,9
sp1696221,,
sp1696222,8,3
sp1696223,8,3
sp1696224,2,2
sp1696225,,
sp1696226,,
sp1696227,,
sp1696228,2,2
sp1696229,8,3
sp1696230,,
sp1696231,,
sp1696232,2,9
sp1696233,,
sp1696234,8,3
sp1696235,8,3
sp1696236,,
sp1696237,,
sp1696238,2,1
sp1696239,,
sp1696240,,
sp1696241,,
sp1696242,8,3
sp1696243,,
sp1696244,2,1
sp1696245,,
sp1696246,,
sp1696247,,
sp1696248,2,2
sp1696249,8,3
sp1696250,,
sp1696251,2,2
sp1696252,,
sp1696253,8,9
sp1696254,,
sp1696255,8,3
sp1696256,,
sp1696257,9,9
sp1696258,,
sp1696259,8,3
sp1696260,,
sp1696261,8,3
sp1696262,,
sp1696263,2,2
sp1696264,9,9
sp1696265,,
sp1696266,2,2
sp1696267,,
sp1696268,8,3
sp1696269,,
sp1696270,,
sp1696271,8,3
sp1696272,,
sp1696273,8,3
sp1696274,2,9
sp1696275,,
sp1696276,8,3
sp1696277,,
sp1696278,,
sp1696279,8,3
sp1696280,1,1
sp1696281,,
sp1696282,3,1
sp1696283,,
sp1696284,,
sp1696285,,
sp1696286,,
sp1696287,,
sp1696288,1,1
sp1696289,,
sp1696290,,
sp1696291,,
sp1696292,2,9
sp1696293,,
sp1696294,,
sp1696295,8,3
sp1696296,,
sp1696297,8,3
sp1696298,,
sp1696299,8,3
sp1696300,8,3
sp1696301,,
sp1696302,,
sp1696303,2,2
sp1696304,8,3
sp1696305,,
sp1696306,8,3
sp1696307,,
sp1696308,,
sp1696309,,
sp1696310,,
sp1696311,1,1
sp1696312,,
sp1696313,,
sp1696314,,
sp1696315,,
sp1696316,,
sp1696317,8,3
sp1696318,8,3
sp1696319,,
sp1696320,2,2
sp1696321,8,3
sp1696322,8,3
sp1696323,2,1
sp1696324,,
sp1696325,,
sp1696326,8,3
sp1696327,8,3
sp1696328,2,2
sp1696329,2,2
sp1696330,,
sp1696331,5,9
sp1696332,,
sp1696333,,
sp1696334,,
sp1696335,,
sp1696336,8,3
sp1696337,8,3
sp1696338,,
sp1696339,,
sp1696340,,
sp1696341,,
sp1696342,3,1
sp1696343,8,3
sp1696344,,
sp1696345,8,3
sp1696346,8,3
sp1696347,,
sp1696348,,
sp1696349,,
sp1696350,8,3
sp1696351,,
sp1696352,8,3
sp1696353,,
sp1696354,,
sp1696355,2,2
sp1696356,,
sp1696357,8,3
sp1696358,,
sp1696359,,
sp1696360,8,3
sp1696361,9,9
sp1696362,8,3
sp1696363,,
sp1696364,,
sp1696365,,
sp1696366,,
sp1696367,,
sp1696368,8,3
sp1696369,,
sp1696370,,
sp1696371,,
sp1696372,8,3
sp1696373,8,3
sp1696374,8,3
sp1696375,,
sp1696376,8,3
sp1696377,,
sp1696378,,
sp1696379,8,3
sp1696380,1,1
sp1696381,,
sp1696382,,
sp1696383,,
sp1696384,8,3
sp1696385,8,3
sp1696386,,
sp1696387,,
sp1696388,8,3
sp1696389,,
sp1696390,,
sp1696391,3,9
sp1696392,,
sp1696393,,
sp1696394,,
sp1696395,,
sp1696396,8,3
sp1696397,,
sp1696398,,
sp1696399,8,3
sp1696400,8,3
sp1696401,,
sp1696402,8,3
sp1696403,,
sp1696404,8,3
sp1696405,,
sp1696406,1,1
sp1696407,8,3
sp1696408,8,3
sp1696409,,
sp1696410,,
sp1696411,,
sp1696412,,
sp1696413,,
sp1696414,,
sp1696415,1,1
sp1696416,3,9
sp1696417,,
sp1696418,,
sp1696419,8,3
sp1696420,,
sp1696421,8,3
sp1696422,3,2
sp1696423,,
sp1696424,,
sp1696425,,
sp1696426,,
sp1696427,8,3
sp1696428,8,3
sp1696429,8,3
sp1696430,,
sp1696431,,
sp1696432,,
sp1696433,,
sp1696434,,
sp1696435,8,3
sp1696436,,
sp1696437,8,3
sp1696438,2,3
sp1696439,,
sp1696440,4,9
sp1696441,,
sp1696442,,
sp1696443,8,3
sp1696444,,
sp1696445,,
sp1696446,,
sp1696447,8,3
sp1696448,2,1
sp1696449,,
sp1696450,,
sp1696451,,
sp1696452,8,3
sp1696453,9,9
sp1696454,8,3
sp1696455,,
sp1696456,,
sp1696457,8,3
sp1696458,8,3
sp1696459,8,3
sp1696460,,
sp1696461,,
sp1696462,8,3
sp1696463,2,2
sp1696464,2,2
sp1696465,8,3
sp1696466,,
sp1696467,8,9
sp1696468,8,3
sp1696469,9,9
sp1696470,2,2
sp1696471,8,3
sp1696472,,
sp1696473,,
sp1696474,,
sp1696475,8,3
sp1696476,,
sp1696477,8,3
sp1696478,,
sp1696479,8,3
sp1696480,,
sp1696481,,
sp1696482,,
sp1696483,,
sp1696484,2,2
sp1696485,8,3
sp1696486,,
sp1696487,,
sp1696488,,
sp1696489,,
sp1696490,,
sp1696491,8,3
sp1696492,8,3
sp1696493,,
sp1696494,,
sp1696495,8,3
sp1696496,2,2
sp1696497,8,3
sp1696498,8,3
sp1696499,8,3
sp1696500,8,3
sp1696501,2,2
sp1696502,,
sp1696503,8,3
sp1696504,8,9
sp1696505,8,3
sp1696506,,
sp1696507,,
sp1696508,8,3
sp1696509,,
sp1696510,,
sp1696511,,
sp1696512,8,3
sp1696513,8,3
sp1696514,,
sp1696515,,
sp1696516,,
sp1696517,2,2
sp1696518,,
sp1696519,8,3
sp1696520,,
sp1696521,3,1
sp1696522,,
sp1696523,,
sp1696524,,
sp1696525,4,1
sp1696526,8,3
sp1696527,8,3
sp1696528,1,1
sp1696529,3,2
sp1696530,2,9
sp1696531,5,1
sp1696532,2,2
sp1696533,,
sp1696534,,
sp1696535,,
sp1696536,,
sp1696537,,
sp1696538,,
sp1696539,,
sp1696540,,
sp1696541,1,2
sp1696542,3,1
sp1696543,8,3
sp1696544,3,1
sp1696545,8,3
sp1696546,,
sp1696547,,
sp1696548,,
sp1696549,,
sp1696550,8,3
sp1696551,,
sp1696552,,
sp1696553,,
sp1696554,,
sp1696555,8,9
sp1696556,2,2
sp1696557,3,1
sp1696558,2,2
sp1696559,9,9
sp1696560,,
sp1696561,,
sp1696562,,
sp1696563,,
sp1696564,,
sp1696565,8,3
sp1696566,9,9
sp1696567,8,3
sp1696568,,
sp1696569,,
sp1696570,,
sp1696571,,
sp1696572,,
sp1696573,,
sp1696574,,
sp1696575,,
sp1696576,,
sp1696577,,
sp1696578,,
sp1696579,,
sp1696580,,
sp1696581,,
sp1696582,8,3
sp1696583,,
sp1696584,8,3
sp1696585,,
sp1696586,,
sp1696587,8,3
sp1696588,,
sp1696589,,
sp1696590,8,3
sp1696591,,
sp1696592,2,9
sp1696593,8,3
sp1696594,1,1
sp1696595,,
sp1696596,8,3
sp1696597,,
sp1696598,,
sp1696599,8,9
sp1696600,,
sp1696601,,
sp1696602,8,3
sp1696603,8,3
sp1696604,,
sp1696605,,
sp1696606,,
sp1696607,2,1
sp1696608,8,2
sp1696609,,
sp1696610,,
sp1696611,8,3
sp1696612,,
sp1696613,2,1
sp1696614,,
sp1696615,,
sp1696616,8,3
sp1696617,8,3
sp1696618,3,1
sp1696619,1,1
sp1696620,,
sp1696621,3,1
sp1696622,2,2
sp1696623,9,9
sp1696624,,
sp1696625,3,1
sp1696626,,
sp1696627,,
sp1696628,1,1
sp1696629,,
sp1696630,,
sp1696631,,
sp1696632,,
sp1696633,3,2
sp1696634,,
sp1696635,8,3
sp1696636,,
sp1696637,,
sp1696638,,
sp1696639,8,3
sp1696640,,
sp1696641,2,1
sp1696642,,
sp1696643,,
sp1696644,,
sp1696645,2,1
sp1696646,,
sp1696647,,
sp1696648,,
sp1696649,,
sp1696650,,
sp1696651,,
sp1696652,,
sp1696653,8,3
sp1696654,2,1
sp1696655,8,9
sp1696656,,
sp1696657,8,3
sp1696658,1,1
sp1696659,,
sp1696660,1,9
sp1696661,1,1
sp1696662,,
sp1696663,8,9
sp1696664,8,3
sp1696665,8,3
sp1696666,,
sp1696667,,
sp1696668,,
sp1696669,,
sp1696670,,
sp1696671,,
sp1696672,,
sp1696673,8,3
sp1696674,3,1
sp1696675,8,3
sp1696676,8,3
sp1696677,,
sp1696678,,
sp1696679,,
sp1696680,,
sp1696681,,
sp1696682,9,9
sp1696683,8,3
sp1696684,,
sp1696685,,
sp1696686,2,1
sp1696687,,
sp1696688,,
sp1696689,8,3
sp1696690,,
sp1696691,,
sp1696692,,
sp1696693,8,3
sp1696694,9,2
sp1696695,8,3
sp1696696,3,1
sp1696697,,
sp1696698,8,3
sp1696699,,
sp1696700,8,3
sp1696701,,
sp1696702,,
sp1696703,8,3
sp1696704,9,9
sp1696705,8,3
sp1696706,,
sp1696707,2,2
sp1696708,,
sp1696709,8,3
sp1696710,8,3
sp1696711,,
sp1696712,9,9
sp1696713,,
sp1696714,,
sp1696715,8,3
sp1696716,8,3
sp1696717,8,3
sp1696718,8,3
sp1696719,8,3
sp1696720,,
sp1696721,,
sp1696722,8,3
sp1696723,,
sp1696724,,
sp1696725,,
sp1696726,,
sp1696727,,
sp1696728,9,9
sp1696729,,
sp1696730,,
sp1696731,,
sp1696732,,
sp1696733,,
sp1696734,,
sp1696735,,
sp1696736,,
sp1696737,,
sp1696738,8,3
sp1696739,,
sp1696740,,
sp1696741,,
sp1696742,8,3
sp1696743,,
sp1696744,,
sp1696745,,
sp1696746,,
sp1696747,8,3
sp1696748,8,3
sp1696749,3,1
sp1696750,,
sp1696751,,
sp1696752,,
sp1696753,8,9
sp1696754,,
sp1696755,1,1
sp1696756,8,3
sp1696757,8,3
sp1696758,,
sp1696759,,
sp1696760,,
sp1696761,2,1
sp1696762,,
sp1696763,,
sp1696764,,
sp1696765,,
sp1696766,9,9
sp1696767,8,3
sp1696768,8,3
sp1696769,,
sp1696770,8,3
sp1696771,,
sp1696772,2,9
sp1696773,,
sp1696774,8,3
sp1696775,,
sp1696776,,
sp1696777,,
sp1696778,,
sp1696779,,
sp1696780,,
sp1696781,,
sp1696782,,
sp1696783,,
sp1696784,,
sp1696785,,
sp1696786,,
sp1696787,2,9
sp1696788,,
sp1696789,9,9
sp1696790,8,3
sp1696791,8,3
sp1696792,,
sp1696793,,
sp1696794,,
sp1696795,,
sp1696796,8,3
sp1696797,,
sp1696798,,
sp1696799,8,3
sp1696800,,
sp1696801,3,3
sp1696802,8,3
sp1696803,,
sp1696804,,
sp1696805,8,3
sp1696806,,
sp1696807,,
sp1696808,,
sp1696809,3,1
sp1696810,,
sp1696811,,
sp1696812,,
sp1696813,1,1
sp1696814,2,2
sp1696815,,
sp1696816,,
sp1696817,8,3
sp1696818,,
sp1696819,2,1
sp1696820,,
sp1696821,,
sp1696822,,
sp1696823,1,1
sp1696824,8,3
sp1696825,,
sp1696826,,
sp1696827,,
sp1696828,,
sp1696829,,
sp1696830,,
sp1696831,8,3
sp1696832,8,3
sp1696833,8,3
sp1696834,,
sp1696835,,
sp1696836,,
sp1696837,,
sp1696838,,
sp1696839,8,3
sp1696840,8,3
sp1696841,,
sp1696842,,
sp1696843,,
sp1696844,,
sp1696845,8,3
sp1696846,,
sp1696847,,
sp1696848,,
sp1696849,,
sp1696850,,
sp1696851,,
sp1696852,2,2
sp1696853,8,3
sp1696854,,
sp1696855,,
sp1696856,,
sp1696857,3,9
sp1696858,,
sp1696859,8,3
sp1696860,,
sp1696861,,
sp1696862,8,3
sp1696863,1,1
sp1696864,,
sp1696865,,
sp1696866,9,9
sp1696867,,
sp1696868,8,3
sp1696869,,
sp1696870,8,3
sp1696871,,
sp1696872,8,3
sp1696873,,
sp1696874,2,9
sp1696875,,
sp1696876,8,3
sp1696877,,
sp1696878,3,2
sp1696879,1,1
sp1696880,,
sp1696881,,
sp1696882,8,3
sp1696883,,
sp1696884,3,9
sp1696885,8,3
sp1696886,2,1
sp1696887,9,9
sp1696888,,
sp1696889,,
sp1696890,8,3
sp1696891,8,3
sp1696892,,
sp1696893,,
sp1696894,,
sp1696895,,
sp1696896,,
sp1696897,,
sp1696898,2,1
sp1696899,2,9
sp1696900,8,3
sp1696901,,
sp1696902,2,9
sp1696903,,
sp1696904,8,3
sp1696905,,
sp1696906,,
sp1696907,8,3
sp1696908,,
sp1696909,,
sp1696910,,
sp1696911,8,3
sp1696912,8,3
sp1696913,,
sp1696914,9,9
sp1696915,,
sp1696916,,
sp1696917,8,3
sp1696918,,
sp1696919,,
sp1696920,1,1
sp1696921,8,3
sp1696922,1,1
sp1696923,8,3
sp1696924,8,3
sp1696925,8,3
sp1696926,,
sp1696927,3,2
sp1696928,,
sp1696929,,
sp1696930,,
sp1696931,,
sp1696932,8,3
sp1696933,,
sp1696934,8,9
sp1696935,,
sp1696936,8,3
sp1696937,,
sp1696938,,
sp1696939,,
sp1696940,,
sp1696941,5,2
sp1696942,,
sp1696943,8,3
sp1696944,,
sp1696945,8,9
sp1696946,8,3
sp1696947,8,3
sp1696948,,
sp1696949,,
sp1696950,8,3
sp1696951,8,3
sp1696952,,
sp1696953,,
sp1696954,,
sp1696955,,
sp1696956,,
sp1696957,3,1
sp1696958,8,3
sp1696959,8,3
sp1696960,8,3
sp1696961,,
sp1696962,,
sp1696963,8,3
sp1696964,,
sp1696965,8,3
sp1696966,,
sp1696967,,
sp1696968,9,9
sp1696969,,
sp1696970,,
sp1696971,,
sp1696972,,
sp1696973,,
sp1696974,,
sp1696975,,
sp1696976,9,3
sp1696977,,
sp1696978,,
sp1696979,,
sp1696980,1,1
sp1696981,8,9
sp1696982,1,1
sp1696983,,
sp1696984,2,2
sp1696985,8,3
sp1696986,,
sp1696987,,
sp1696988,2,2
sp1696989,,
sp1696990,,
sp1696991,,
sp1696992,8,3
sp1696993,,
sp1696994,,
sp1696995,,
sp1696996,3,1
sp1696997,,
sp1696998,9,9
sp1696999,,
sp1697000,,
sp1697001,,
sp1697002,,
sp1697003,,
sp1697004,,
sp1697005,,
sp1697006,,
sp1697007,2,2
sp1697008,3,2
sp1697009,,
sp1697010,,
sp1697011,,
sp1697012,,
sp1697013,,
sp1697014,,
sp1697015,,
sp1697016,,
sp1697017,8,3
sp1697018,8,3
sp1697019,,
sp1697020,,
sp1697021,,
sp1697022,8,3
sp1697023,8,3
sp1697024,,
sp1697025,8,3
sp1697026,8,3
sp1697027,,
sp1697028,,
sp1697029,,
sp1697030,3,1
sp1697031,,
sp1697032,,
sp1697033,,
sp1697034,,
sp1697035,,
sp1697036,,
sp1697037,,
sp1697038,,
sp1697039,3,1
sp1697040,5,9
sp1697041,8,3
sp1697042,,
sp1697043,8,3
sp1697044,8,3
sp1697045,1,2
sp1697046,2,9
sp1697047,8,3
sp1697048,3,1
sp1697049,,
sp1697050,,
sp1697051,8,3
sp1697052,,
sp1697053,3,1
sp1697054,,
sp1697055,,
sp1697056,,
sp1697057,8,3
sp1697058,,
sp1697059,,
sp1697060,1,1
sp1697061,,
sp1697062,8,3
sp1697063,,
sp1697064,,
sp1697065,8,3
sp1697066,1,1
sp1697067,,
sp1697068,,
sp1697069,5,9
sp1697070,,
sp1697071,,
sp1697072,,
sp1697073,8,3
sp1697074,,
sp1697075,,
sp1697076,2,1
sp1697077,2,2
sp1697078,,
sp1697079,1,1
sp1697080,9,9
sp1697081,8,3
sp1697082,,
sp1697083,,
sp1697084,,
sp1697085,8,3
sp1697086,8,3
sp1697087,,
sp1697088,,
sp1697089,8,3
sp1697090,8,3
sp1697091,,
sp1697092,8,3
sp1697093,,
sp1697094,,
sp1697095,,
sp1697096,,
sp1697097,,
sp1697098,,
sp1697099,,
sp1697100,,
sp1697101,,
sp1697102,,
sp1697103,,
sp1697104,,
sp1697105,,
sp1697106,,
sp1697107,,
sp1697108,,
sp1697109,,
sp1697110,,
sp1697111,,
sp1697112,4,9
sp1697113,,
sp1697114,1,1
sp1697115,,
sp1697116,,
sp1697117,,
sp1697118,,
sp1697119,8,3
sp1697120,,
sp1697121,8,3
sp1697122,,
sp1697123,,
sp1697124,8,3
sp1697125,2,2
sp1697126,8,3
sp1697127,,
sp1697128,8,3
sp1697129,,
sp1697130,,
sp1697131,,
sp1697132,,
sp1697133,8,3
sp1697134,,
sp1697135,2,2
sp1697136,3,9
sp1697137,,
sp1697138,,
sp1697139,,
sp1697140,,
sp1697141,,
sp1697142,8,3
sp1697143,,
sp1697144,3,2
sp1697145,,
sp1697146,,
sp1697147,,
sp1697148,,
sp1697149,8,3
sp1697150,,
sp1697151,,
sp1697152,,
sp1697153,2,2
sp1697154,8,3
sp1697155,8,3
sp1697156,,
sp1697157,8,3
sp1697158,8,3
sp1697159,,
sp1697160,8,3
sp1697161,8,3
sp1697162,2,2
sp1697163,,
sp1697164,,
sp1697165,,
sp1697166,,
sp1697167,,
sp1697168,1,2
sp1697169,,
sp1697170,,
sp1697171,,
sp1697172,,
sp1697173,,
sp1697174,,
sp1697175,,
sp1697176,,
sp1697177,,
sp1697178,4,9
sp1697179,8,3
sp1697180,8,9
sp1697181,3,1
sp1697182,8,3
sp1697183,8,3
sp1697184,,
sp1697185,,
sp1697186,8,3
sp1697187,,
sp1697188,,
sp1697189,,
sp1697190,8,3
sp1697191,,
sp1697192,8,3
sp1697193,,
sp1697194,,
sp1697195,,
sp1697196,,
sp1697197,,
sp1697198,,
sp1697199,,
sp1697200,8,3
sp1697201,8,3
sp1697202,8,3
sp1697203,,
sp1697204,,
sp1697205,,
sp1697206,,
sp1697207,9,9
sp1697208,,
sp1697209,8,9
sp1697210,,
sp1697211,,
sp1697212,,
sp1697213,,
sp1697214,,
sp1697215,8,3
sp1697216,,
sp1697217,,
sp1697218,8,3
sp1697219,5,1
sp1697220,8,3
sp1697221,,
sp1697222,,
sp1697223,1,1
sp1697224,,
sp1697225,8,3
sp1697226,2,2
sp1697227,,
sp1697228,4,2
sp1697229,3,2
sp1697230,,
sp1697231,2,2
sp1697232,8,3
sp1697233,,
sp1697234,,
sp1697235,2,2
sp1697236,8,3
sp1697237,,
sp1697238,,
sp1697239,,
sp1697240,,
sp1697241,,
sp1697242,,
sp1697243,,
sp1697244,,
sp1697245,,
sp1697246,8,3
sp1697247,,
sp1697248,8,3
sp1697249,,
sp1697250,2,2
sp1697251,,
sp1697252,8,3
sp1697253,8,3
sp1697254,,
sp1697255,,
sp1697256,,
sp1697257,2,1
sp1697258,,
sp1697259,1,1
sp1697260,8,3
sp1697261,,
sp1697262,9,9
sp1697263,,
sp1697264,3,9
sp1697265,,
sp1697266,2,1
sp1697267,,
sp1697268,,
sp1697269,,
sp1697270,,
sp1697271,8,3
sp1697272,8,3
sp1697273,8,3
sp1697274,9,9
sp1697275,,
sp1697276,9,9
sp1697277,,
sp1697278,,
sp1697279,,
sp1697280,,
sp1697281,,
sp1697282,,
sp1697283,,
sp1697284,8,3
sp1697285,3,2
sp1697286,,
sp1697287,8,3
sp1697288,,
sp1697289,8,3
sp1697290,,
sp1697291,,
sp1697292,,
sp1697293,,
sp1697294,8,9
sp1697295,,
sp1697296,3,1
sp1697297,,
sp1697298,,
sp1697299,,
sp1697300,,
sp1697301,8,3
sp1697302,,
sp1697303,,
sp1697304,,
sp1697305,,
sp1697306,,
sp1697307,,
sp1697308,,
sp1697309,,
sp1697310,,
sp1697311,8,3
sp1697312,,
sp1697313,,
sp1697314,,
sp1697315,,
sp1697316,3,2
sp1697317,,
sp1697318,8,3
sp1697319,,
sp1697320,,
sp1697321,,
sp1697322,,
sp1697323,8,2
sp1697324,,
sp1697325,8,3
sp1697326,,
sp1697327,,
sp1697328,1,2
sp1697329,,
sp1697330,,
sp1697331,8,3
sp1697332,3,1
sp1697333,1,1
sp1697334,,
sp1697335,,
sp1697336,9,9
sp1697337,,
sp1697338,8,3
sp1697339,,
sp1697340,,
sp1697341,8,3
sp1697342,,
sp1697343,,
sp1697344,8,3
sp1697345,,
sp1697346,,
sp1697347,,
sp1697348,,
sp1697349,,
sp1697350,,
sp1697351,,
sp1697352,,
sp1697353,8,3
sp1697354,8,3
sp1697355,,
sp1697356,,
sp1697357,2,9
sp1697358,,
sp1697359,,
sp1697360,,
sp1697361,2,2
sp1697362,,
sp1697363,8,3
sp1697364,4,2
sp1697365,,
sp1697366,,
sp1697367,8,3
